race,sex,first_arrest_date,second_arrest_date,first_charge,second_charge,first_age,second_age,first_city,second_city,first_arrest_time,second_arrest_time,days_between_arrests
B,M,2015-09-19,2019-11-07,SIMPLE POSS MARIJUANA 1ST,ASSAULT & BATTERY 2ND DEGREE,28,32,CHARLESTON,CHARLESTON,22,900,1510
B,M,2015-08-21,2016-12-26,RECEIVING STOLEN GOODS,POSS COCAINE BASE,15,16,CHARLESTON,CHARLESTON,1520,1946,493
B,M,2015-10-22,2016-10-03,DUS 3RD +,POSS STOLEN VEHICLE,30,31,CHARLESTON,CHARLESTON COUNTY,1624,2233,347
B,M,2022-02-09,2022-02-10,ABHAN,ATTEMPTED ARMED ROBBERY,61,61,CHARLESTON,N CHARLESTON,1129,2103,1
B,M,2019-05-20,2024-05-18,"OUT OF AGENCY WARRANT, M",ASSAULT & BATTERY 1ST DEGREE,36,41,CHARLESTON,CHARLESTON,1036,435,1825
B,M,2015-03-18,2015-03-18,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,53,53,CHARLESTON,NORTH CHARLESTON,1048,1530,0
B,M,2017-08-06,2019-05-13,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,34,36,CHARLESTON,CHARLESTON,2327,2001,645
B,M,2015-01-25,2016-08-01,PWID/MANUF COCAINE,OUT OF AGENCY WARRANT,17,19,CHARLESTON,CHARLESTON,2345,150,554
W,M,2016-12-02,2018-11-24,HABITUAL OFFENDER,DUS (FOR DUI) 2ND,31,33,CHARLESTON COUNTY,CHARLESTON,216,2252,722
W,M,2015-01-18,2018-09-09,PUBLIC URINATION / DEFECATION,PUBLIC INTOXICATION,59,64,CHARLESTON,CHARLESTON,1048,2214,1330
B,M,2015-03-11,2015-08-28,"RESISTING ARREST, M",PUBLIC INTOXICATION,31,31,N CHARLESTON,CHARLESTON,2313,2205,170
B,F,2021-07-12,2021-07-29,OUT OF AGENCY WARRANT,DUI 1ST,25,25,CHARLESTON,CHARLESTON,1821,2314,17
B,F,2016-08-13,2018-01-13,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,40,41,CHARLESTON,CHARLESTON,1939,2041,518
B,M,2017-11-28,2020-11-27,SIMPLE POSS MARIJUANA 1ST,DV 2ND,25,28,CHARLESTON,NORTH CHARLESTON,2027,140,1095
B,M,2019-08-29,2020-03-15,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,36,36,CHARLESTON,CHARLESTON,10,1203,199
B,M,2015-07-28,2016-06-21,RECEIVING STOLEN GOODS,DISREGARDING STOP SIGN,23,24,CHARLESTON,NORTH CHARLESTON,1531,1149,329
W,M,2015-04-03,2015-08-18,TRESPASSING AFTER WARNING,PROPERTY CRIME ENHANCEMENT,23,24,CHARLESTON,CHARLESTON,1933,2111,137
B,M,2019-09-21,2019-09-25,POSS DRUG PARAPHERNALIA,PEDESTRIAN ON HIGHWAY,37,37,CHARLESTON,CHARLESTON,1849,1006,4
B,M,2016-01-28,2016-03-09,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,25,26,CHARLESTON,CHARLESTON,5,2326,41
W,M,2017-12-14,2023-09-15,SIMPLE POSS MARIJUANA 1ST,HABITUAL OFFENDER,49,55,CHARLESTON,CHARLESTON COUNTY,1227,832,2101
W,F,2015-12-13,2016-02-10,BREACH OF TRUST W/ FRAUDULENT INTENT,BREACH OF TRUST W/ FRAUDULENT INTENT,24,24,CHARLESTON,CHARLESTON,306,1855,59
B,F,2019-03-22,2023-06-08,DUS 2ND,MALICIOUS INJURY TO ANIMALS; PERSONAL PROPERTY; INJURY VALUE,29,33,CHARLESTON,CHARLESTON,1035,133,1539
B,M,2016-08-17,2021-03-19,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,48,52,CHARLESTON,CHARLESTON,1753,1942,1675
B,M,2015-01-28,2024-10-09,PUBLIC URINATION / DEFECATION,TRESPASSING,54,64,CHARLESTON,CHARLESTON,1659,1635,3542
B,M,2018-01-21,2018-06-02,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,22,22,CHARLESTON,CHARLESTON,345,139,132
B,F,2016-06-23,2018-08-12,DUS 3RD +,DV 2ND,27,29,CHARLESTON,CHARLESTON,1827,1718,780
W,M,2017-01-20,2018-07-07,OPEN CONTAINER BEER/WINE IN VEH,SHOPLIFTING,23,25,CHARLESTON,CHARLESTON,306,1359,533
B,M,2017-09-30,2020-07-31,DUS 3RD +,PWID/MANUF MARIJUANA,29,32,CHARLESTON,CHARLESTON,2025,1433,1035
B,M,2018-07-22,2022-10-30,POSS MARIJUANA 2ND +,PWID/MANUF MARIJUANA,21,25,CHARLESTON,CHARLESTON,59,2346,1561
B,M,2018-12-21,2023-02-28,OUT OF AGENCY WARRANT,DISORDERLY CONDUCT,29,33,CHARLESTON,CHARLESTON,1300,117,1530
W,F,2015-11-20,2015-11-23,FINANCIAL TRANSACTION CARD THEFT,PROPERTY CRIME ENHANCEMENT,34,34,CHARLESTON,N CHARLESTON,2250,1438,3
B,M,2016-09-30,2017-01-20,DISTRIBUTION / PURCHASING HEROIN,DISTRIBUTION / PURCHASING HEROIN,44,44,CHARLESTON,CHARLESTON,1344,1251,112
B,M,2016-01-28,2017-05-15,SIMPLE POSS MARIJUANA 1ST,PWID/MANUF MARIJUANA,24,25,CHARLESTON,CHARLESTON,2132,2153,473
B,M,2015-01-10,2015-01-19,PUBLIC INTOXICATION,PUBLIC INTOXICATION,59,59,CHARLESTON,CHARLESTON,2200,1455,9
B,M,2018-06-27,2018-06-28,"DISTRIBUTION / PURCHASING COCAINE, M",PWID/MANUF COCAINE,40,40,CHARLESTON COUNTY,NORTH CHARLESTON,1434,1631,1
B,M,2016-06-08,2016-07-20,SPEEDING 26-OVER,THREATENING PUBLIC OFFICIAL,24,24,CHARLESTON,NORTH CHARLESTON,642,1215,42
W,F,2021-09-14,2021-09-20,SHOPLIFTING,OUT OF AGENCY WARRANT,39,39,CHARLESTON,CHARLESTON,1551,1843,6
B,M,2015-07-04,2015-11-18,TRESPASSING,TRESPASSING,21,22,CHARLESTON,CHARLESTON,919,2027,137
B,M,2015-05-16,2015-06-07,POSS DRUG PARAPHERNALIA,OPEN CONTAINER ALCOHOL,26,26,CHARLESTON,N CHARLESTON,104,28,22
B,F,2023-01-16,2024-10-17,ASSAULT & BATTERY 3RD DEGREE,DUS 2ND,33,35,CHARLESTON,CHARLESTON,2243,2236,640
W,M,2019-07-05,2020-01-11,PUBLIC INTOXICATION,PUBLIC INTOXICATION,26,27,CHARLESTON,CHARLESTON,123,216,190
W,M,2015-09-01,2016-05-06,PUBLIC INTOXICATION,DUS 1ST,55,56,CHARLESTON,CHARLESTON,1731,1602,248
W,M,2015-07-29,2017-05-25,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,58,59,CHARLESTON,CHARLESTON,923,1445,666
W,M,2015-05-06,2015-08-14,SHOPLIFTING,SHOPLIFTING,37,37,CHARLESTON COUNTY,CHARLESTON,1554,1155,100
B,M,2015-01-02,2015-09-25,PUBLIC URINATION / DEFECATION,TRESPASSING,58,59,CHARLESTON,CHARLESTON,1549,1232,266
B,M,2024-08-21,2024-08-22,"DISCHARGING FIREARM AT OR INTO DWELLINGS,VEHICLES,STRUCTURES",ASSAULT & BATTERY 1ST DEGREE,42,42,CHARLESTON,NORTH CHARLESTON,225,1552,1
B,M,2015-12-13,2015-12-30,UNLAWFUL CARRYING OF HANDGUN,POSS MARIJUANA 2ND +,28,28,CHARLESTON,CHARLESTON,2153,2029,17
B,M,2017-04-27,2017-05-03,SIMPLE POSS MARIJUANA 1ST,OPEN CONTAINER ALCOHOL,23,23,CHARLESTON,CHARLESTON,1426,1045,6
B,M,2019-07-05,2019-08-29,HARASSMENT 2ND DEGREE,DV 2ND,39,39,ISLE OF PALMS,CHARLESTON,1626,830,55
B,M,2019-01-22,2022-07-09,OUT OF AGENCY WARRANT,ASSAULT & BATTERY 3RD DEGREE,40,44,CHARLESTON,CHARLESTON,1340,1840,1264
B,M,2015-05-29,2015-07-31,SIMPLE ASSAULT,SIMPLE ASSAULT,32,32,CHARLESTON,CHARLESTON,25,604,63
B,M,2018-02-28,2018-06-27,POSS COCAINE,POSS CONTROLLED SUSB SCHEDULE I-V,29,29,CHARLESTON,CHARLESTON,2036,1700,119
B,M,2017-01-26,2017-03-11,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,20,20,CHARLESTON,CHARLESTON,2251,28,44
B,M,2015-09-10,2015-10-21,TRESPASSING,TRESPASSING,22,22,CHARLESTON,CHARLESTON,1555,1030,41
B,M,2017-12-25,2017-12-25,UNLAWFUL POSS OF HANDGUN,BURGLARY 3RD DEGREE,35,35,CHARLESTON,CHARLESTON,938,938,0
B,M,2017-04-12,2017-10-18,UNLAWFUL CARRYING OF HANDGUN,FAILURE TO STOP BLUE LIGHT/ SIREN,23,24,CHARLESTON,CHARLESTON COUNTY,2333,1310,189
W,M,2019-01-02,2019-07-09,POSS DRUG PARAPHERNALIA,POSS HEROIN,28,28,CHARLESTON,CHARLESTON,1052,1019,188
B,M,2017-06-11,2019-08-30,POSS COCAINE,OUT OF AGENCY WARRANT,27,30,CHARLESTON,CHARLESTON,357,1913,810
W,M,2015-02-07,2015-07-09,SIMPLE POSS MARIJUANA 1ST,DISORDERLY CONDUCT,20,22,CHARLESTON,CHARLESTON,1452,2315,152
W,F,2017-11-10,2017-11-27,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,36,36,CHARLESTON,CHARLESTON,1330,830,17
B,M,2022-10-03,2024-01-24,OUT OF AGENCY WARRANT,ARMED ROBBERY,61,62,CHARLESTON,CHARLESTON,1614,1433,478
B,M,2020-10-09,2021-08-08,ASSAULT & BATTERY 1ST DEGREE,ASSAULT & BATTERY 3RD DEGREE,31,32,CHARLESTON COUNTY,NORTH CHARLESTON,854,1322,303
W,M,2015-03-11,2016-09-18,POSS DRUG PARAPHERNALIA,OUT OF AGENCY WARRANT,23,26,CHARLESTON,CHARLESTON COUNTY,2310,306,557
B,M,2016-07-06,2017-08-25,TRESPASSING,OPEN CONTAINER ALCOHOL,61,62,CHARLESTON,CHARLESTON,1203,1230,415
B,F,2018-12-19,2019-08-24,CRUELTY TO CHILDREN,SIMPLE POSS MARIJUANA 1ST,31,32,CHARLESTON,CHARLESTON,1800,3,248
B,M,2018-03-12,2023-12-13,PWID/MANUF MARIJUANA,PWID/MANUF MARIJUANA,25,31,CHARLESTON,CHARLESTON,2115,2121,2102
W,M,2015-12-24,2018-08-21,DISORDERLY CONDUCT,PUBLIC DISORDERLY CONDUCT,25,27,CHARLESTON,CHARLESTON,2146,1040,971
B,M,2015-12-25,2020-10-31,DISORDERLY CONDUCT,VIOLATION OF PROTECTION ORDER,24,29,CHARLESTON,CHARLESTON,636,2324,1772
W,M,2018-06-17,2024-02-12,PROPERTY CRIME ENHANCEMENT,OBTAINING DRUGS BY FRAUD,48,54,CHARLESTON,CHARLESTON,714,1440,2066
B,M,2017-05-03,2022-09-09,DAMAGE TO REAL PROPERTY,UNLAWFUL USE OF A TELEPHONE,32,38,CHARLESTON,CHARLESTON,931,105,1955
W,M,2022-05-15,2022-12-27,ASSAULT & BATTERY 2ND DEGREE,DUI 1ST,31,32,CHARLESTON,CHARLESTON,253,47,226
B,M,2015-04-07,2015-10-29,CDV HAN,OUT OF AGENCY WARRANT,35,35,CHARLESTON,CHARLESTON,202,1553,205
B,M,2015-12-12,2017-05-04,DUS 3RD +,DUS 3RD +,46,48,CHARLESTON,CHARLESTON,1010,235,509
W,M,2015-02-02,2018-05-25,DEFRAUDING PUBLIC ACCOMODATIONS,OUT OF AGENCY WARRANT,50,54,NORTH CHARLESTON,CHARLESTON,1314,1919,1208
B,F,2015-08-14,2018-06-06,OUT OF AGENCY WARRANT,OBSTRUCTION OF JUSTICE,22,25,CHARLESTON,CHARLESTON,446,911,1027
B,M,2019-02-05,2023-12-22,DV 2ND,PWID MDMA/ECSTACY,27,32,CHARLESTON,CHARLESTON,1248,2314,1781
B,M,2015-11-28,2019-09-24,DV 2ND,POSS COCAINE BASE,24,28,N CHARLESTON, ,1216,1338,1396
B,M,2015-06-22,2018-11-19,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,54,58,CHARLESTON,CHARLESTON,1512,2241,1246
W,M,2017-03-22,2017-11-06,PWID/MANUF/DISTR/PURCH COCAINE BASE,DUI 1ST,37,37,CHARLESTON COUNTY,CHARLESTON,2327,1327,229
B,M,2015-04-09,2015-04-22,PROHIBITED AREAS FOR SOLICITORS,PROHIBITED AREAS FOR SOLICITORS,62,62,CHARLESTON,CHARLESTON,1323,1045,13
W,F,2015-11-23,2019-02-12,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,71,74,CHARLESTON,CHARLESTON,1215,1400,1177
B,M,2016-02-05,2016-09-11,PWID/MANUF COCAINE,OPEN CONTAINER ALCOHOL,23,24,CHARLESTON,CHARLESTON COUNTY,2310,30,219
B,M,2015-04-18,2016-02-07,PUBLIC INTOXICATION,PUBLIC INTOXICATION,46,47,CHARLESTON,CHARLESTON,2232,436,295
B,M,2015-02-13,2015-04-03,TRESPASSING,TRESPASSING,22,23,CHARLESTON,CHARLESTON,623,1013,49
B,F,2016-04-20,2016-12-23,ASSAULT & BATTERY 3RD DEGREE,POSS CONTROLLED SUSB SCHEDULE I-V,25,26,CHARLESTON,CHARLESTON COUNTY,1008,1645,247
W,M,2019-01-09,2021-02-12,OUT OF AGENCY WARRANT,SHOPLIFTING,42,45,CHARLESTON,CHARLESTON,2145,2120,765
B,M,2017-07-21,2019-09-03,PUBLIC INTOXICATION,POSS STOLEN VEHICLE,48,50,CHARLESTON,CHARLESTON,126,1726,774
B,M,2015-07-25,2016-11-27,OUT OF AGENCY WARRANT,DUS 1ST,23,25,CHARLESTON COUNTY,N CHARLESTON,428,1423,491
B,M,2015-12-08,2017-06-17,POSS MARIJUANA 2ND +,POSS CONTROLLED SUSB SCHEDULE I-V,26,28,CHARLESTON COUNTY,CHARLESTON,437,201,557
W,M,2019-02-12,2020-03-13,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,60,61,CHARLESTON,CHARLESTON,1415,1114,395
W,F,2016-07-16,2024-08-13,SIMPLE ASSAULT,"NO CAMPING/SLEEPING/RESIDING IN PARKED MV, M",53,61,CHARLESTON,CHARLESTON,1351,243,2950
B,M,2016-03-26,2016-06-23,OPEN LIQUOR CONTAINER IN VEH,SIMPLE POSS MARIJUANA 1ST,30,31,CHARLESTON,CHARLESTON,2332,2015,89
B,F,2017-09-02,2020-05-10,DUS 2ND,DUI 1ST,51,54,CHARLESTON COUNTY,CHARLESTON,1446,1835,981
B,M,2016-02-02,2016-03-22,POSS DRUG PARAPHERNALIA,POSS DRUG PARAPHERNALIA,45,46,CHARLESTON,CHARLESTON,1848,1430,49
B,M,2015-03-31,2015-09-21,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,26,27,CHARLESTON,CHARLESTON,2206,1521,174
W,M,2017-05-27,2017-06-30,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,27,28,CHARLESTON,CHARLESTON,2129,1539,34
B,M,2020-08-15,2020-11-27,DUI 1ST,DISCHARGING FIREARM,33,33,CHARLESTON COUNTY,CHARLESTON COUNTY,840,1229,104
W,M,2015-03-26,2015-04-27,THEFT OF ELECTRIC CURRENT,THEFT OF ELECTRIC CURRENT,51,51,CHARLESTON,CHARLESTON,25,1607,32
B,M,2020-05-24,2022-04-26,PWID/MANUF MARIJUANA,PWID/MANUF MARIJUANA,37,39,CHARLESTON,CHARLESTON,2128,942,702
B,M,2015-12-27,2017-08-30,OUT OF AGENCY WARRANT,WRONG WAY ON A ONE-WAY STREET,54,55,CHARLESTON,CHARLESTON,2157,1611,612
B,F,2018-02-19,2021-09-02,SIMPLE POSS MARIJUANA 1ST,SHOPLIFTING,21,25,CHARLESTON,CHARLESTON,1838,1850,1291
B,M,2017-03-24,2017-09-29,PUBLIC INTOXICATION,PUBLIC INTOXICATION,60,61,CHARLESTON,CHARLESTON,2336,2017,189
W,M,2016-07-15,2022-04-25,BURGLARY 2ND DEGREE,POSS METHAMPHETAMINE,20,26,N CHARLESTON,CHARLESTON,1305,1107,2110
B,M,2018-01-24,2018-09-27,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,24,25,CHARLESTON,CHARLESTON,2318,343,246
W,F,2019-08-06,2021-04-16,"PROPERTY CRIME ENHANCEMENT, F",OBSTRUCTION OF JUSTICE,38,39,CHARLESTON,CHARLESTON,2245,1158,619
W,M,2016-02-26,2016-06-02,PROHIBITED AREAS FOR SOLICITORS,OPEN CONTAINER ALCOHOL,50,50,CHARLESTON,CHARLESTON COUNTY,1825,40,97
W,M,2015-11-06,2019-03-18,"DVHAN, F",OBTAINING GOODS BY FALSE PRETENSES,48,51,CHARLESTON,CHARLESTON,242,800,1228
W,M,2017-07-25,2020-06-19,OUT OF AGENCY WARRANT,UNLAWFUL USE OF A TELEPHONE,21,23,CHARLESTON,CHARLESTON,2136,906,1060
B,M,2015-09-04,2017-06-29,DUS 1ST,"SIMPLE POSS MARIJUANA 1ST, M",23,25,CHARLESTON,CHARLESTON,1735,2130,664
B,M,2018-01-28,2018-11-29,DV 2ND,VIOLATION OF PROTECTION ORDER,53,54,CHARLESTON,CHARLESTON,1215,1110,305
W,M,2022-07-15,2022-10-10,TRESPASSING,LARCENY OF BICYCLE,47,47,CHARLESTON,CHARLESTON,2045,2133,87
B,M,2015-11-13,2019-12-01,PROHIBITED AREAS FOR SOLICITORS,POSS STOLEN VEHICLE,19,23,CHARLESTON,CHARLESTON,1450,1323,1479
W,M,2016-08-20,2017-11-09,OUT OF AGENCY WARRANT,OPEN CONTAINER ALCOHOL,42,43,CHARLESTON,CHARLESTON,321,827,446
B,M,2015-03-17,2015-07-03,SHOPLIFTING,SHOPLIFTING,64,64,CHARLESTON,CHARLESTON,1314,2254,108
B,M,2016-06-03,2017-12-06,STRONG ARM ROBBERY,OPEN CONTAINER ALCOHOL,55,56,NORTH CHARLESTON,CHARLESTON,1705,1552,551
W,M,2015-07-13,2015-10-05,PUBLIC INTOXICATION,ASSAULT & BATTERY 3RD DEGREE,37,37,CHARLESTON,CHARLESTON,1720,244,84
W,F,2020-08-31,2023-05-02,SHOPLIFTING,ASSAULT & BATTERY 3RD DEGREE,32,35,CHARLESTON,CHARLESTON,16,1548,974
W,M,2015-08-20,2023-05-02,DV 3RD,ASSAULT & BATTERY 3RD DEGREE,30,38,CHARLESTON,CHARLESTON,1930,1711,2812
B,M,2016-11-27,2024-12-25,PROPERTY CRIME ENHANCEMENT,OUT OF AGENCY WARRANT,37,45,CHARLESTON,CHARLESTON,917,2354,2950
B,M,2015-08-12,2015-11-22,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,22,22,CHARLESTON,CHARLESTON,1451,1045,102
W,M,2018-09-08,2019-01-11,DUI 2ND,SIMPLE POSS MARIJUANA 1ST,26,27,CHARLESTON,CHARLESTON,414,1428,125
B,M,2015-06-01,2015-09-02,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,37,37,CHARLESTON,CHARLESTON,334,1949,93
B,M,2020-09-17,2021-04-19,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,42,43,CHARLESTON,CHARLESTON,1106,1345,214
B,M,2016-05-07,2016-08-11,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,38,39,CHARLESTON,NORTH CHARLESTON,1901,1151,96
B,M,2018-06-14,2023-01-05,"PROPERTY CRIME ENHANCEMENT, F",POSS MDMA / ECSTASY,27,32,CHARLESTON,CHARLESTON,1105,1957,1666
B,M,2016-04-07,2016-10-22,OPEN CONTAINER BEER/WINE IN VEH,OPEN CONTAINER BEER/WINE IN VEH,37,37,CHARLESTON COUNTY,NORTH CHARLESTON,52,2236,198
B,F,2015-06-08,2024-07-29,DUS 1ST,SIMPLE POSS MARIJUANA 1ST,27,36,CHARLESTON,CHARLESTON,902,1328,3339
W,M,2022-04-01,2022-05-11,TRESPASSING AFTER WARNING,STALKING,30,30,CHARLESTON,HOLLYWOOD,941,2107,40
W,M,2015-05-30,2015-08-23,PUBLIC INTOXICATION,PUBLIC INTOXICATION,60,60,CHARLESTON,CHARLESTON,1714,1151,85
B,F,2017-10-08,2020-11-26,OUT OF AGENCY WARRANT,DV 2ND,29,32,CHARLESTON,CHARLESTON,1920,559,1145
W,M,2020-04-28,2020-04-30,ASSAULT & BATTERY 3RD DEGREE,ASSAULT & BATTERY 3RD DEGREE,32,32,CHARLESTON,N CHARLESTON,1952,1138,2
B,M,2016-10-20,2021-02-27,SIMPLE POSS MARIJUANA 1ST,DV 2ND,38,42,CHARLESTON COUNTY,CHARLESTON,400,1330,1591
B,M,2018-01-15,2018-08-25,DV 3RD,ASSAULT W/ INTENT TO COMMIT CSC,64,65,CHARLESTON,CHARLESTON,642,2240,222
W,M,2020-05-22,2021-10-03,OUT OF AGENCY WARRANT,DV 2ND,29,30,CHARLESTON,CHARLESTON,2325,2243,499
W,M,2020-03-30,2020-11-19,PUBLIC DISORDERLY CONDUCT,DAMAGE TO REAL PROPERTY,39,40,CHARLESTON,CHARLESTON,1905,1637,234
B,F,2021-07-16,2022-12-11,OBSTRUCTION OF JUSTICE,DEFRAUDING PUBLIC ACCOMMODATIONS,34,35,CHARLESTON,CHARLESTON,1004,150,513
B,F,2015-11-14,2015-12-24,SHOPLIFTING,DUS 1ST,24,24,CHARLESTON,CHARLESTON,1951,3,40
B,M,2015-07-04,2016-01-01,BURGLARY 2ND DEGREE,TRESPASSING AFTER WARNING,24,25,CHARLESTON,CHARLESTON,1030,1318,181
B,M,2015-10-02,2018-09-18,RESISTING ARREST,POSS COCAINE BASE,36,39,CHARLESTON,CHARLESTON,1812,1252,1082
B,M,2015-01-27,2024-06-17,RECEIVING STOLEN GOODS,LEAVING SCENE OF ACCIDENT (PERSONAL INJURY/DEATH),30,39,CHARLESTON,CHARLESTON,1304,1334,3429
B,M,2016-04-18,2017-02-03,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,26,27,CHARLESTON,CHARLESTON COUNTY,228,506,291
W,M,2020-01-09,2020-01-31,PUBLIC INTOXICATION,DEFRAUDING PUBLIC ACCOMMODATIONS,39,39,CHARLESTON,CHARLESTON,2255,1451,22
B,M,2020-12-10,2021-04-22,POINTING FIREARM AT A PERSON,FAILURE TO STOP BLUE LIGHT/ SIREN,35,36,CHARLESTON,CHARLESTON,1839,1416,133
B,M,2015-06-05,2015-06-05,OPEN CONTAINER ALCOHOL,POSS DRUG PARAPHERNALIA,60,60,CHARLESTON,CHARLESTON,2300,2300,0
B,F,2015-05-29,2023-02-16,OUT OF AGENCY WARRANT,POSS BLACKJACK / SLINGSHOT,29,37,CHARLESTON,CHARLESTON,203,1753,2820
B,M,2015-06-15,2015-09-16,DUS 1ST,UNLAWFUL USE OF A TELEPHONE,22,23,CHARLESTON,CHARLESTON COUNTY,1301,1408,93
W,M,2015-03-02,2015-03-24,TRESPASSING,TRESPASSING,24,24,CHARLESTON,CHARLESTON,1155,810,22
B,M,2020-11-10,2023-09-18,DUS 3RD +,ASSAULT & BATTERY 1ST DEGREE,30,33,CHARLESTON,CHARLESTON,46,1556,1042
B,M,2017-10-17,2018-08-27,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,43,44,CHARLESTON,CHARLESTON,1958,1944,314
B,M,2017-04-28,2023-01-15,ARMED ROBBERY,OPEN LIQUOR CONTAINER IN VEH,21,26,CHARLESTON,CHARLESTON COUNTY,1201,218,2088
W,M,2016-01-07,2016-02-18,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,33,34,CHARLESTON,CHARLESTON COUNTY,1225,1311,42
W,M,2016-04-26,2016-07-22,HARASSMENT 2ND DEGREE,STALKING,29,29,MOUNT PLEASANT,CHARLESTON,1116,832,87
W,M,2017-12-11,2021-12-04,DUI 1ST,PUBLIC DISORDERLY CONDUCT,43,47,CHARLESTON,CHARLESTON,2257,212,1454
B,M,2016-01-02,2016-02-01,LOITERING,LOITERING,17,18,CHARLESTON,CHARLESTON,1554,811,30
B,M,2015-04-10,2015-04-13,OPEN CONTAINER ALCOHOL,DISORDERLY CONDUCT,30,30,CHARLESTON,CHARLESTON,1158,2210,3
B,M,2015-03-09,2016-11-23,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,30,34,CHARLESTON,CHARLESTON,138,1536,625
W,F,2017-10-06,2023-06-28,POSS CONTROLLED SUSB SCHEDULE I-V,DUI 1ST,32,38,CHARLESTON,CHARLESTON,245,2355,2091
B,M,2015-02-27,2015-12-17,ASSAULT & BATTERY 2ND DEGREE,POSS MARIJUANA 2ND +,33,34,CHARLESTON,CHARLESTON,936,1147,293
B,M,2015-07-14,2016-03-13,OUT OF AGENCY WARRANT,DUS 2ND,33,34,CHARLESTON,CHARLESTON,2201,1839,243
B,F,2018-10-24,2018-11-07,TRAFFICKING COCAINE 10-28G,TRAFFICKING METHAMPHETAMINE 28-100G,26,26,CHARLESTON,CHARLESTON,1222,1158,14
W,M,2023-06-21,2024-06-13,OUT OF AGENCY WARRANT,DUS 2ND,43,44,CHARLESTON,CHARLESTON,1801,1738,358
B,F,2015-01-26,2016-06-26,SIMPLE POSS MARIJUANA 1ST,GIVING FALSE INFORMATION,31,32,NORTH CHARLESTON,CHARLESTON,1422,2034,517
B,F,2016-11-30,2021-05-15,OPEN LIQUOR CONTAINER IN VEH,LOUD NOISE,31,36,CHARLESTON,CHARLESTON,30,2335,1627
B,M,2021-07-04,2023-12-16,OBSTRUCTION OF JUSTICE,OUT OF AGENCY WARRANT,21,23,CHARLESTON,CHARLESTON,1507,2148,895
B,M,2017-01-24,2018-06-11,ASSAULT & BATTERY 3RD DEGREE,ARMED ROBBERY,15,16,CHARLESTON,LADSON,1015,1126,503
B,M,2015-10-28,2019-12-04,PWID/MANUF COCAINE,POINTING FIREARM AT A PERSON,29,33,CHARLESTON,CHARLESTON,2257,230,1498
B,M,2015-11-09,2016-12-03,ASSAULT BY MOB 3RD DEGREE,OPEN CONTAINER ALCOHOL,23,24,CHARLESTON,CHARLESTON,1104,2146,390
B,M,2015-01-07,2015-04-30,OPEN CONTAINER ALCOHOL,PUBLIC INTOXICATION,51,51,CHARLESTON,CHARLESTON,1445,1525,113
B,M,2015-01-03,2015-01-19,PEDDLERS PERMIT REQUIRED,PEDDLERS PERMIT REQUIRED,17,17,CHARLESTON,CHARLESTON,1629,1440,16
W,F,2017-02-25,2019-04-25,POSS CONTROLLED SUSB SCHEDULE I-V,USE OF VEHICLE W/ OUT PERMISSION,32,34,CHARLESTON,LEXINGTON,1212,1000,789
B,F,2019-07-17,2019-11-20,SHOPLIFTING,HABITUAL OFFENDER,29,29,CHARLESTON,CHARLESTON,2150,101,126
W,M,2017-08-31,2018-02-06,LOITERING,OPEN CONTAINER ALCOHOL,47,47,CHARLESTON,CHARLESTON,225,133,159
B,M,2015-08-30,2016-04-20,TRESPASSING AFTER WARNING,PUBLIC INTOXICATION,51,51,CHARLESTON,CHARLESTON,1302,1918,234
B,F,2016-03-14,2018-08-27,SIMPLE ASSAULT,SHOPLIFTING,19,22,CHARLESTON,CHARLESTON,805,2233,896
